step,measured_wavelength,control_voltage,error
134,675.1375687843922,0.06065532766390899,-0.1375687843922151
135,675.1375687843922,0.05377688844429823,-0.1375687843922151
136,675.1375687843922,0.04689844922468747,-0.1375687843922151
137,675.1375687843922,0.04002001000507672,-0.1375687843922151
138,675.1375687843922,0.033141570785465965,-0.1375687843922151
139,675.1375687843922,0.026263131565855205,-0.1375687843922151
140,675.087543771886,0.02188594297155642,-0.08754377188597573
141,675.087543771886,0.017508754377257636,-0.08754377188597573
142,675.087543771886,0.013131565782958848,-0.08754377188597573
143,675.087543771886,0.008754377188660062,-0.08754377188597573
144,675.087543771886,0.004377188594361276,-0.08754377188597573
145,675.087543771886,6.249016061554702e-14,-0.08754377188597573
146,675.087543771886,-0.004377188594236296,-0.08754377188597573
147,675.087543771886,-0.008754377188535082,-0.08754377188597573
148,674.9874937468734,-0.008129064532204248,0.012506253126616684
149,675.0375187593797,-0.010005002501191067,-0.037518759379736366
150,674.9874937468734,-0.009379689844860232,0.012506253126616684
151,674.9874937468734,-0.008754377188529398,0.012506253126616684
152,675.0375187593797,-0.010630315157516217,-0.037518759379736366
153,674.9874937468734,-0.010005002501185382,0.012506253126616684
154,674.9874937468734,-0.009379689844854548,0.012506253126616684
155,675.0375187593797,-0.011255627813841365,-0.037518759379736366
156,674.9874937468734,-0.01063031515751053,0.012506253126616684
157,674.9874937468734,-0.010005002501179696,0.012506253126616684
158,674.9874937468734,-0.009379689844848861,0.012506253126616684
159,674.9874937468734,-0.008754377188518027,0.012506253126616684
160,674.9874937468734,-0.008129064532187192,0.012506253126616684
161,674.9374687343671,-0.00500250125054439,0.06253126563285605
162,674.9874937468734,-0.004377188594213556,0.012506253126616684
163,674.9874937468734,-0.0037518759378827216,0.012506253126616684
164,674.9874937468734,-0.003126563281551887,0.012506253126616684
165,674.9874937468734,-0.0025012506252210524,0.012506253126616684
166,675.0375187593797,-0.004377188594207871,-0.037518759379736366
167,674.9874937468734,-0.003751875937877036,0.012506253126616684
168,674.9874937468734,-0.0031265632815462015,0.012506253126616684
169,674.9874937468734,-0.002501250625215367,0.012506253126616684
170,675.0375187593797,-0.004377188594202185,-0.037518759379736366
171,674.9874937468734,-0.0037518759378713505,0.012506253126616684
172,674.9874937468734,-0.003126563281540516,0.012506253126616684
173,674.9874937468734,-0.0025012506252096813,0.012506253126616684
174,675.0375187593797,-0.0043771885941965,-0.037518759379736366
175,674.9874937468734,-0.003751875937865665,0.012506253126616684
176,674.9874937468734,-0.0031265632815348303,0.012506253126616684
177,675.0375187593797,-0.005002501250521648,-0.037518759379736366
178,674.9874937468734,-0.0043771885941908135,0.012506253126616684
179,674.9874937468734,-0.0037518759378599793,0.012506253126616684
180,674.9874937468734,-0.003126563281529145,0.012506253126616684
181,674.9874937468734,-0.0025012506251983102,0.012506253126616684
182,675.0375187593797,-0.004377188594185129,-0.037518759379736366
183,674.9874937468734,-0.003751875937854294,0.012506253126616684
184,674.9874937468734,-0.0031265632815234592,0.012506253126616684
185,674.9874937468734,-0.0025012506251926247,0.012506253126616684
186,674.9874937468734,-0.0018759379688617903,0.012506253126616684
187,674.9874937468734,-0.001250625312530956,0.012506253126616684
188,674.9874937468734,-0.0006253126562001218,0.012506253126616684
189,674.9874937468734,1.307124981170249e-13,0.012506253126616684
190,674.9874937468734,0.0006253126564615468,0.012506253126616684
191,674.9874937468734,0.001250625312792381,0.012506253126616684
192,674.9874937468734,0.0018759379691232153,0.012506253126616684
193,674.9874937468734,0.0025012506254540497,0.012506253126616684
194,675.0375187593797,0.0006253126564672313,-0.037518759379736366
195,675.0375187593797,-0.001250625312519587,-0.037518759379736366
196,674.9874937468734,-0.0006253126561887529,0.012506253126616684
197,674.9374687343671,0.0025012506254540497,0.06253126563285605
198,674.9874937468734,0.0031265632817848842,0.012506253126616684
199,674.9874937468734,0.003751875938115719,0.012506253126616684
200,674.9874937468734,0.004377188594446553,0.012506253126616684
201,674.9874937468734,0.005002501250777388,0.012506253126616684
202,674.9874937468734,0.0056278139071082225,0.012506253126616684
203,675.0375187593797,0.0037518759381214043,-0.037518759379736366
204,674.9874937468734,0.004377188594452239,0.012506253126616684
205,674.9874937468734,0.0050025012507830735,0.012506253126616684
206,674.9374687343671,0.008129064532425876,0.06253126563285605
207,674.9874937468734,0.008754377188756709,0.012506253126616684
208,674.9874937468734,0.009379689845087545,0.012506253126616684
209,675.0375187593797,0.007503751876100726,-0.037518759379736366
210,674.9874937468734,0.00812906453243156,0.012506253126616684
211,674.9874937468734,0.008754377188762395,0.012506253126616684
212,674.9874937468734,0.00937968984509323,0.012506253126616684
213,675.0375187593797,0.007503751876106412,-0.037518759379736366
214,675.0375187593797,0.005627813907119594,-0.037518759379736366
215,675.0375187593797,0.0037518759381327755,-0.037518759379736366
216,675.0375187593797,0.0018759379691459571,-0.037518759379736366
217,675.0375187593797,1.591386527763361e-13,-0.037518759379736366
218,675.0375187593797,-0.0018759379688276798,-0.037518759379736366
219,674.9874937468734,-0.0012506253124968455,0.012506253126616684
220,674.9874937468734,-0.0006253126561660111,0.012506253126616684
221,674.9874937468734,-0.0006253126561660111,0.012506253126616684
222,674.9874937468734,-0.0006253126561660111,0.012506253126616684
223,674.9874937468734,-0.0006253126561660111,0.012506253126616684
224,674.9874937468734,-0.0006253126561660111,0.012506253126616684
225,674.9874937468734,-0.0006253126561660111,0.012506253126616684
226,674.9874937468734,-0.0006253126561660111,0.012506253126616684
227,674.9874937468734,-0.0006253126561660111,0.012506253126616684
228,674.9874937468734,-0.0006253126561660111,0.012506253126616684
229,674.9874937468734,-0.0006253126561660111,0.012506253126616684
230,674.9874937468734,-0.0006253126561660111,0.012506253126616684
231,674.9874937468734,-0.0006253126561660111,0.012506253126616684
232,674.9874937468734,-0.0006253126561660111,0.012506253126616684
233,674.9874937468734,-0.0006253126561660111,0.012506253126616684
234,674.9874937468734,-0.0006253126561660111,0.012506253126616684
235,674.9874937468734,-0.0006253126561660111,0.012506253126616684
236,674.9874937468734,-0.0006253126561660111,0.012506253126616684
237,674.9874937468734,-0.0006253126561660111,0.012506253126616684
238,674.9874937468734,-0.0006253126561660111,0.012506253126616684
239,674.9874937468734,-0.0006253126561660111,0.012506253126616684
240,674.9874937468734,-0.0006253126561660111,0.012506253126616684
241,674.9874937468734,-0.0006253126561660111,0.012506253126616684
242,674.9874937468734,-0.0006253126561660111,0.012506253126616684
243,674.9874937468734,-0.0006253126561660111,0.012506253126616684
244,674.9874937468734,-0.0006253126561660111,0.012506253126616684
245,674.9874937468734,-0.0006253126561660111,0.012506253126616684
246,674.9874937468734,-0.0006253126561660111,0.012506253126616684
247,674.9874937468734,-0.0006253126561660111,0.012506253126616684
248,674.9874937468734,-0.0006253126561660111,0.012506253126616684
249,674.9874937468734,-0.0006253126561660111,0.012506253126616684
250,674.9874937468734,-0.0006253126561660111,0.012506253126616684
251,675.687843921961,-0.0350175087542141,-0.6878439219609618
252,675.5877938969485,-0.06440720360163825,-0.587793896948483
253,675.5377688844422,-0.09129564782375044,-0.5377688844422437
254,675.3876938469234,-0.11068034016992104,-0.3876938469234119
255,675.2876438219109,-0.1250625312654677,-0.2876438219109332
256,675.1875937968985,-0.13444222111039042,-0.18759379689845446
257,674.8374187093547,-0.12631315657812367,0.16258129064533478
258,674.7373686843422,-0.113181590795233,0.2626313156578135
259,674.687343671836,-0.09754877438703036,0.31265632816405287
260,674.7373686843422,-0.08441720860413969,0.2626313156578135
261,674.7373686843422,-0.07128564282124902,0.2626313156578135
262,674.7373686843422,-0.05815407703835835,0.2626313156578135
263,674.7373686843422,-0.045022511255467676,0.2626313156578135
264,674.7873936968484,-0.034392196097888975,0.21260630315157414
265,674.8374187093547,-0.02626313156562223,0.16258129064533478
266,674.8374187093547,-0.018134067033355492,0.16258129064533478
267,674.8874437218609,-0.01250625312640072,0.11255627813909541
268,674.8374187093547,-0.004377188594133981,0.16258129064533478
269,674.9374687343671,-0.0012506253124911788,0.06253126563285605
270,674.8874437218609,0.004377188594463592,0.11255627813909541
271,674.8874437218609,0.010005002501418364,0.11255627813909541
272,674.9374687343671,0.013131565783061166,0.06253126563285605
273,674.9874937468734,0.013756878439392,0.012506253126616684
274,674.9874937468734,0.014382191095722835,0.012506253126616684
275,674.9874937468734,0.01500750375205367,0.012506253126616684
276,675.0375187593797,0.01313156578306685,-0.037518759379736366
277,674.9874937468734,0.013756878439397685,0.012506253126616684
278,675.0375187593797,0.011880940470410868,-0.037518759379736366
279,675.087543771886,0.007503751876112081,-0.08754377188597573
280,675.0375187593797,0.005627813907125263,-0.037518759379736366
281,675.0375187593797,0.0037518759381384445,-0.037518759379736366
282,674.9874937468734,0.004377188594469279,0.012506253126616684
283,675.0375187593797,0.002501250625482461,-0.037518759379736366
284,674.9874937468734,0.0031265632818132955,0.012506253126616684
285,674.9874937468734,0.00375187593814413,0.012506253126616684
286,675.0375187593797,0.001875937969157312,-0.037518759379736366
287,674.9874937468734,0.002501250625488146,0.012506253126616684
288,674.9874937468734,0.00312656328181898,0.012506253126616684
289,674.9874937468734,0.0037518759381498148,0.012506253126616684
290,674.9874937468734,0.004377188594480649,0.012506253126616684
291,674.9874937468734,0.005002501250811484,0.012506253126616684
292,674.9874937468734,0.0056278139071423185,0.012506253126616684
293,675.0375187593797,0.0037518759381555003,-0.037518759379736366
294,674.9874937468734,0.004377188594486335,0.012506253126616684
295,675.0375187593797,0.0025012506254995168,-0.037518759379736366
296,675.0375187593797,0.0006253126565126984,-0.037518759379736366
297,674.9874937468734,0.0012506253128435328,0.012506253126616684
298,674.9874937468734,0.001875937969174367,0.012506253126616684
299,674.9874937468734,0.0025012506255052015,0.012506253126616684
300,675.0375187593797,0.0006253126565183829,-0.037518759379736366
301,674.9874937468734,0.001250625312849217,0.012506253126616684
302,674.9874937468734,0.0018759379691800514,0.012506253126616684
303,674.9874937468734,0.0025012506255108857,0.012506253126616684
304,674.9874937468734,0.0031265632818417203,0.012506253126616684
305,674.9874937468734,0.003751875938172555,0.012506253126616684
306,675.0375187593797,0.0018759379691857365,-0.037518759379736366
307,675.0375187593797,1.9891803048482926e-13,-0.037518759379736366
308,675.0375187593797,-0.0018759379687879004,-0.037518759379736366
309,675.0375187593797,-0.003751875937774719,-0.037518759379736366
310,675.0375187593797,-0.005627813906761537,-0.037518759379736366
311,674.9874937468734,-0.0050025012504307026,0.012506253126616684
312,675.0375187593797,-0.006878439219417521,-0.037518759379736366
313,674.9874937468734,-0.006253126563086686,0.012506253126616684
314,675.0375187593797,-0.008129064532073503,-0.037518759379736366
315,675.0375187593797,-0.010005002501060324,-0.037518759379736366
316,674.9874937468734,-0.009379689844729488,0.012506253126616684
317,674.9374687343671,-0.006253126563086687,0.06253126563285605
318,674.9874937468734,-0.0056278139067558524,0.012506253126616684
319,674.9874937468734,-0.005002501250425018,0.012506253126616684
320,675.0375187593797,-0.006878439219411836,-0.037518759379736366
321,675.0375187593797,-0.008754377188398655,-0.037518759379736366
322,675.0375187593797,-0.010630315157385472,-0.037518759379736366
323,674.9374687343671,-0.0075037518757426706,0.06253126563285605
324,674.9374687343671,-0.004377188594099868,0.06253126563285605
325,674.9374687343671,-0.001250625312457066,0.06253126563285605
326,674.9874937468734,-0.0006253126561262317,0.012506253126616684
327,674.9874937468734,2.0460250247517076e-13,0.012506253126616684
328,675.0375187593797,-0.001875937968782216,-0.037518759379736366
329,675.0375187593797,-0.0037518759377690343,-0.037518759379736366
330,674.9874937468734,-0.0031265632814381997,0.012506253126616684
331,675.0375187593797,-0.005002501250425018,-0.037518759379736366
332,674.9874937468734,-0.004377188594094183,0.012506253126616684
333,674.9874937468734,-0.0037518759377633487,0.012506253126616684
334,674.9874937468734,-0.003126563281432514,0.012506253126616684
335,674.9374687343671,2.1028805866768474e-13,0.06253126563285605
336,674.9874937468734,0.0006253126565411223,0.012506253126616684
337,675.0375187593797,-0.001250625312445696,-0.037518759379736366
338,674.9374687343671,0.001875937969197106,0.06253126563285605
339,675.0375187593797,2.1028778761714162e-13,-0.037518759379736366
340,674.9874937468734,0.0006253126565411221,0.012506253126616684
341,674.9874937468734,0.0012506253128719564,0.012506253126616684
342,674.9874937468734,0.0018759379692027908,0.012506253126616684
343,674.9874937468734,0.002501250625533625,0.012506253126616684
344,674.9874937468734,0.0031265632818644595,0.012506253126616684
345,675.0375187593797,0.001250625312877641,-0.037518759379736366
346,675.0375187593797,-0.0006253126561091776,-0.037518759379736366
347,674.9874937468734,2.2165673159782462e-13,0.012506253126616684
348,674.9874937468734,0.000625312656552491,0.012506253126616684
349,674.9874937468734,0.0012506253128833254,0.012506253126616684
350,674.9874937468734,0.0018759379692141597,0.012506253126616684
351,675.0375187593797,2.2734120358816612e-13,-0.037518759379736366
352,674.9874937468734,0.0006253126565581755,0.012506253126616684
353,674.9874937468734,0.0012506253128890098,0.012506253126616684
354,675.0375187593797,-0.0006253126560978086,-0.037518759379736366
355,675.0375187593797,-0.0025012506250846273,-0.037518759379736366
356,674.9374687343671,0.000625312656558175,0.06253126563285605
357,674.9874937468734,0.0012506253128890092,0.012506253126616684
358,674.9874937468734,0.0018759379692198435,0.012506253126616684
359,675.0375187593797,2.330251334774214e-13,-0.037518759379736366
360,675.0375187593797,-0.0018759379687537932,-0.037518759379736366
361,675.0375187593797,-0.0037518759377406117,-0.037518759379736366
362,674.9374687343671,-0.0006253126560978097,0.06253126563285605
363,674.9874937468734,2.3302459137633513e-13,0.012506253126616684
364,674.9874937468734,0.0006253126565638589,0.012506253126616684
365,674.9874937468734,0.0012506253128946932,0.012506253126616684
366,675.0375187593797,-0.0006253126560921252,-0.037518759379736366
367,674.9874937468734,2.3870906336667663e-13,0.012506253126616684
368,674.9874937468734,0.0006253126565695434,0.012506253126616684
369,674.9874937468734,0.0012506253129003777,0.012506253126616684
370,675.0375187593797,-0.0006253126560864408,-0.037518759379736366
371,674.9374687343671,0.0025012506255563615,0.06253126563285605
372,675.0375187593797,0.0006253126565695431,-0.037518759379736366
373,675.0375187593797,-0.0012506253124172752,-0.037518759379736366
374,674.9874937468734,-0.0006253126560864411,0.012506253126616684
375,674.9874937468734,2.44393264306475e-13,0.012506253126616684
376,675.0375187593797,-0.001875937968742425,-0.037518759379736366
377,674.9874937468734,-0.001250625312411591,0.012506253126616684
378,674.9874937468734,-0.0006253126560807566,0.012506253126616684
379,674.9874937468734,2.500777362968165e-13,0.012506253126616684
380,675.0375187593797,-0.0018759379687367406,-0.037518759379736366
381,674.9874937468734,-0.0012506253124059063,0.012506253126616684
382,675.0375187593797,-0.003126563281392725,-0.037518759379736366
383,675.0375187593797,-0.005002501250379543,-0.037518759379736366
384,675.0375187593797,-0.006878439219366361,-0.037518759379736366
385,674.9874937468734,-0.0062531265630355265,0.012506253126616684
386,674.9874937468734,-0.005627813906704692,0.012506253126616684
387,674.9874937468734,-0.005002501250373857,0.012506253126616684
388,674.9874937468734,-0.004377188594043023,0.012506253126616684
389,674.9874937468734,-0.0037518759377121883,0.012506253126616684
390,674.9374687343671,-0.0006253126560693863,0.06253126563285605
391,674.9874937468734,2.614480355302151e-13,0.012506253126616684
392,675.0375187593797,-0.0018759379687253704,-0.037518759379736366
393,674.9874937468734,-0.001250625312394536,0.012506253126616684
394,674.9874937468734,-0.0006253126560637018,0.012506253126616684
395,674.9874937468734,2.671325075205566e-13,0.012506253126616684
396,674.9874937468734,0.0006253126565979668,0.012506253126616684
397,678.5392696348174,-0.17633816908427208,-3.5392696348174013
398,678.0390195097549,-0.3282891445720168,-3.039019509754894
399,677.4887443721861,-0.45272636318132414,-2.4887443721861473
400,676.9884942471235,-0.5521510755375004,-1.9884942471235263
401,676.4382191095548,-0.6240620310152394,-1.4382191095547796
402,676.0380190095048,-0.6759629814904771,-1.038019009504751
403,675.5877938969485,-0.7053526763379012,-0.587793896948483
404,675.2376188094047,-0.7172336168081359,-0.23761880940469382
405,674.8874437218609,-0.7116058029011811,0.11255627813909541
406,674.5372686343171,-0.6884692346170369,0.46273136568288464
407,674.3871935967984,-0.6578289144569569,0.6128064032016027
408,665.6328164082041,-0.4078289144569569,9.367183591795879
409,666.6333166583291,-0.1578289144569569,8.366683341670864
410,667.6338169084543,0.0921710855430431,7.366183091545736
411,668.584292146073,0.3421710855430431,6.4157078539269605
412,669.6348174087043,0.5921710855430431,5.3651825912957065
413,670.6353176588294,0.8421710855430431,4.364682341170578
414,671.6358179089544,1.092171085543043,3.3641820910455635
415,672.5862931465733,1.342171085543043,2.4137068534266746
416,673.5867933966983,1.592171085543043,1.41320660330166
417,674.5372686343171,1.7871435717861683,0.46273136568288464
418,675.4377188594297,1.7652576288146857,-0.4377188594296513
419,676.1380690345172,1.7083541770888242,-1.1380690345172297
420,676.7383691845923,1.6214357178592076,-1.7383691845923295
421,677.1885942971486,1.5120060030017777,-2.1885942971485974
422,677.5387693846924,1.3850675337671583,-2.5387693846923867
423,677.7388694347173,1.248124062031291,-2.738869434717344
424,677.7388694347173,1.111180590295424,-2.738869434717344
425,677.8889444722361,0.9667333666836208,-2.888944472236062
426,677.7888944472236,0.8272886443224415,-2.7888944472235835
427,677.6888444222111,0.6928464232118864,-2.6888444222111048
428,678.1890945472736,0.5333916958482058,-3.189094547273612
429,677.8889444722361,0.3889444722364027,-2.888944472236062
430,677.5887943971986,0.2595047523764714,-2.588794397198626
431,677.2386193096548,0.14757378689372955,-2.238619309654837
432,676.8384192096048,0.05565282641348913,-1.8384192096048082
433,676.5882941470735,-0.023761880940185755,-1.5882941470734977
434,676.2881440720361,-0.08816908454198884,-1.2881440720360615
435,676.0380190095048,-0.1400700350172264,-1.038019009504751
436,675.7878939469734,-0.17946473236589844,-0.7878939469734405
437,675.5377688844422,-0.2063531765880106,-0.5377688844422437
438,675.3376688344172,-0.22323661830886926,-0.33766883441717255
439,675.1375687843922,-0.23011505752848,-0.1375687843922151
440,674.9374687343671,-0.2269884942468372,0.06253126563285605
441,674.8874437218609,-0.2213606803398824,0.11255627813909541
442,674.7373686843422,-0.20822911455699172,0.2626313156578135
443,674.687343671836,-0.1925962981487891,0.31265632816405287
444,674.687343671836,-0.17696348174058643,0.31265632816405287
445,674.6373186593297,-0.15882941470707182,0.36268134067029223
446,674.5872936468234,-0.13819409704823957,0.4127063531766453
447,674.5372686343171,-0.11505752876409533,0.46273136568288464
448,674.5372686343171,-0.0919209604799511,0.46273136568288464
449,674.6373186593297,-0.07378689344643649,0.36268134067029223
450,674.687343671836,-0.05815407703823384,0.31265632816405287
451,674.687343671836,-0.04252126063003119,0.31265632816405287
452,674.687343671836,-0.026888444221828546,0.31265632816405287
453,674.7373686843422,-0.013756878438937872,0.2626313156578135
454,674.7873936968484,-0.0031265632813591657,0.21260630315157414
455,674.7873936968484,0.007503751876219542,0.21260630315157414
456,674.8374187093547,0.01563281640848628,0.16258129064533478
457,674.8874437218609,0.02126063031544105,0.11255627813909541
458,674.9374687343671,0.024387193597083853,0.06253126563285605
459,674.9374687343671,0.027513756878726654,0.06253126563285605
460,674.9374687343671,0.030640320160369456,0.06253126563285605
461,675.0375187593797,0.028764382191382637,-0.037518759379736366
462,674.9874937468734,0.029389694847713473,0.012506253126616684
463,674.9874937468734,0.030015007504044306,0.012506253126616684
464,675.0375187593797,0.028139069535057487,-0.037518759379736366
465,674.9874937468734,0.028764382191388323,0.012506253126616684
466,675.0375187593797,0.026888444222401504,-0.037518759379736366
467,675.0375187593797,0.02501250625341469,-0.037518759379736366
468,675.087543771886,0.0206353176591159,-0.08754377188597573
469,675.0375187593797,0.018759379690129085,-0.037518759379736366
470,675.087543771886,0.014382191095830298,-0.08754377188597573
471,675.0375187593797,0.01250625312684348,-0.037518759379736366
472,675.087543771886,0.008129064532544694,-0.08754377188597573
473,675.0375187593797,0.006253126563557876,-0.037518759379736366
474,675.0375187593797,0.004377188594571058,-0.037518759379736366
475,675.0375187593797,0.00250125062558424,-0.037518759379736366
476,675.0375187593797,0.0006253126565974212,-0.037518759379736366
